id,text,parent
A01AB,Kemoterapeutika och antiseptika för lokal behandling i munhålan,
A01AB02,Hydrogenperoxid,
A01AB03,Klorhexidin,
A01AB04,Amfotericin,
A01AB05,Polynoxylin,
A01AB06,Domifen,
A01AB07,Oxikinolin,
A01AB08,Neomycin,
A01AB09,Mikonazol,
A01AB10,Natamycin,
A01AB11,Övriga medel,
A01AB12,Hexetidin,
A01AB13,Tetracyklin,
A01AB14,Benzoxonium klorid,
A01AB15,Tibezonium jodid,
A01AB16,Mepartricin,
A01AB17,Metronidazol,
A01AB18,Clotrimazol,
A01AB19,Natriumperborat,
A01AB21,Klortetracyklin,
A01AB22,Doxycyklin,
A01AB23,Minocyklin,
A01AC,Glukokortikoider för lokal behandling i munhålan,
A01AC01,Triamcinolon,
A01AC02,Dexametason,
A01AC03,Hydrokortison,
A01AC54,"Prednisolon, kombinationer",
A01AD,Andra medel för lokal behandling i munhålan,
A01AD01,Epinefrin (adrenalin),
A01AD02,Benzydamin,
A01AD05,Acetylsalicylsyra,
A01AD06,Adrenon,
A01AD07,Amlexanox,
A01AD11,Övriga medel,
A02A,Antacida,
A02AA,Magnesiumföreningar,
A02AA01,Magnesiumkarbonat,
A02AA02,Magnesiumoxid,
A02AA03,Magnesiumperoxid,
A02AA04,Magnesiumhydroxid,
A02AA05,Magnesiumsilikat,
A02AA10,Kombinationer,
A02AB,Aluminiumföreningar,
A02AB01,Aluminiumhydroxid,
A02AB02,Algeldrate,
A02AB03,Aluminiumfosfat,
A02AB04,Dihydroxialumini natr.carbonat,
A02AB05,Aluminiumacetoacetat,
A02AB06,Aloglutamol,
A02AB07,Aluminium glycinat,
A02AB10,Kombinationer,
A02AC,Kalciumföreningar,
A02AC01,Kalciumkarbonat,
A02AC02,Kalciumsilikat,
A02AC10,Kombinationer,
A02AD,"Kombinationer av komplexa aluminium-, kalcium- och magnesiumföreningar",
A02AD01,"Aluminium-, kalcium- och magnesiumsalter",
A02AD02,Magaldrat,
A02AD03,Almagat,
A02AD04,Hydrotalcit,
A02AD05,Almasilat,
A02AF,Antacida med medel mot meteorism,
A02AF01,Magaldrat och medel mot meteorism,
A02AF02,Ordinary salt combinations and antiflatulents,
A02AG,Antacida och spasmolytika,
A02AH,Antacida och natriumbikarbonat,
A02AX,"Antacida, övriga kombinationer",
A02BA,Histamin-2-receptorantagonister,
A02BA01,Cimetidin,
A02BA02,Ranitidin,
A02BA03,Famotidin,
A02BA04,Nizatidin,
A02BA05,Niperoditin,
A02BA06,Roxatidin,
A02BA07,Ranitidin vismutcitrat,
A02BA08,Lafutidin,
A02BA51,"Cimetidin, kombinationer",
A02BA53,"Famotidin, kombinationer",
A02BB,Prostaglandiner,
A02BB01,Misoprostol,
A02BB02,Enprostil,
A02BC04,Rabeprazol,
A02BC05,Esomeprazol,
A02BD,Kombinationer med antibiotika för eradikering av Helicobacter pylori,
A02BD01,"Omeprazol, amoxicillin och metronidazol",
A02BD02,"Lansoprazol, tetracyklin och metronidazol",
A02BD03,"Lansoprazol, amoxicillin och metronidazol",
A02BD04,"Pantorazol, amoxicillin och klaritromycin",
A02BD05,"Omeprazol, amoxicillin och klaritromycin",
A02BD06,"Esomeprazol, amoxicillin och klaritromycin",
A02BX,Övriga medel vid magsår,
A02BX01,Karbenoxolon,
A02BX02,Sukralfat,
A02BX03,Pirenzepin,
A02BX04,Metiosulfonklorid,
A02BX05,Vismutsubcitrat,
A02BX06,Proglumid,
A02BX07,Gefarnat,
A02BX08,Sulglicotid,
A02BX09,Acetoxolon,
A02BX10,Zolimidin,
A02BX11,Troxipid,
A02BX12,Vismutsubnitrat,
A02BX13,Alginsyra,
A02BX51,"Carbenoxolon, kombinationer exkl psykoleptika",
A02BX71,"Carbenoxolon, kombination med psykoleptika",
A02BX77,"Gefarnat, kombination med psykoleptika",
A02D,Medel mot meteorism,
A02DA,Medel mot meteorism,
A02E,Medel vid gastroesofagal reflux,
A02EA,Medel vid gastroesofagal reflux,
A02X,Medel vid syrarelaterade symtom,
A03AA,Antikolinergika med tertiär aminogrupp,
A03AA01,Oxifencyklimin,
A03AA03,Kamylofin,
A03AA04,Mebeverin,
A03AA05,Trimebutin,
A03AA06,Rociverin,
A03AA07,Dicycloverin,
A03AA08,Dihexyverin,
A03AA09,Difemerin,
A03AA30,Piperidolat,
A03AB,"Antikolinergika, kvartära ammoniumföreningar",
A03AB01,Bensilon,
A03AB02,Glykopyrron,
A03AB03,Oxyfenon,
A03AB04,Pentienat,
A03AB05,Propantelin,
A03AB06,Otiloniumbromid,
A03AB07,Metantelin,
A03AB08,Tridihexetyl,
A03AB09,Isopropon,
A03AB10,Hexocyklium,
A03AB11,Poldon,
A03AB12,Mepensolat,
A03AB13,Bevon,
A03AB14,Pipenzolat,
A03AB15,Difemanil,
A03AB16,(2-benshydryloxietyl) dietylmetylammoniumjodid,
A03AB17,Tiemoniumjodid,
A03AB18,Prifiniumbromid,
A03AB19,Timepidiumbromid,
A03AB21,Fenpiverinium,
A03AB53,"Oxifenon, kombinationer",
A03AC,"Spasmolytika, amider med tertiär aminogrupp",
A03AC02,Dimetylaminopropionylfenotiazin,
A03AC04,Nicofetamid,
A03AC05,Tiropramid,
A03AD,Spasmolytika av papaverintyp,
A03AD01,Papaverin,
A03AD02,Drotaverin,
A03AD30,Moxaverin,
A03AE01,Alosetron,
A03AX,Övriga medel vid funktionella tarmsymtom,
A03AX01,Fenpipran,
A03AX02,Diisopromin,
A03AX03,Klorbensoxamin,
A03AX04,Pinaverin,
A03AX05,Fenoverin,
A03AX06,Idanpramin,
A03AX07,Proxazol,
A03AX08,Alverin,
A03AX09,Trepibuton,
A03AX10,Isometepten,
A03AX11,Caroverin,
A03AX12,Floroglucinol,
A03AX13,Silikoner,
A03AX30,Trimetyldifenylpropylamin,
A03AX58,"Alverin, kombinationer",
A03B,Belladonnaalkaloider och derivat,
A03BA,Antikolinergika med tertiär aminogrupp,
A03BA01,Atropin,
A03BA03,Hyoscyamin,
A03BA04,Belladonna,
A03BB,"Antikolinergika, kvartära ammoniumföreningar",
A03BB01,Butylskopolamin,
A03BB02,Metylatropin,
A03BB03,Metylskopolamin,
A03BB04,Fentonin,
A03BB05,Cimetropium bromide,
A03C,Spasmolytika i kombination med lugnande medel,
A03CA,Syntetiska preparat inkl papaverin + lugnande medel,
A03CA01,Isopropon och lugnande medel,
A03CA02,Klidin + lugnande medel,
A03CA03,Oxifencyklimin + lugnande medel,
A03CA04,Otilonium bromide and psycholeptics,
A03CA05,Glycopyrronim + lugnande medel,
A03CA06,Bevonium and psycholeptics,
A03CA07,Ambuton och lugnande medel,
A03CA08,Difemanil och lugnande medel,
A03CA30,Emepronium + lugnande medel,
A03CA34,Propantelin + lugnande medel,
A03CB,Belladonnaalkaloider och derivat + lugnande medel,
A03CB01,Metylskopolamin + lugnande medel,
A03CB02,Belladonna + lugnande medel,
A03CB03,Atropin + lugnande medel,
A03CB04,Metylhomatropin och lugnande medel,
A03CB31,Hyoscyamin + lugnande medel,
A03CC,Övriga kombinationer med lugnande medel,
A03D,Spasmolytika i kombination med analgetika,
A03DA,Syntetiska spasmolytika + analgetika,
A03DA01,Tropenzilon + analgetika,
A03DA02,Pitofenon och analgetika,
A03DA03,Bevon och analgetika,
A03DA04,Ciklonium och analgetika,
A03DA05,Camylofin och analgetika,
A03DA06,Trospium och analgetika,
A03DA07,Tiemoniumjodid och analgetika,
A03DB,Belladonna och derivat i kombination med analgetika,
A03DB04,Butylskopolamin och analgetika,
A03DC,Övriga kombinationer med analgetika,
A03E,Övriga kombinationer,
A03EA,"Spasmolytika , psykoleptika och analgetika i kombination",
A03EA03,Cilansetron,
A03ED,Spasmolytika i kombination med andra medel,
A03FA01,Metoklopramid,
A03FA04,Bromoprid,
A03FA05,Alizaprid,
A03FA06,Clebopride,
A04AA01,Ondansetron,
A04AA03,Tropisetron,
A04AA04,Dolasteron,
A04AD01,Skopolamin,
A04AD02,Ceriumoxalat,
A04AD04,Klorbutanol,
A04AD05,Metopimazin,
A04AD10,Dronabinol,
A04AD11,Nabilon,
A04AD51,"Skopolamin, kombinationer",
A04AD54,"Klorbutanol, kombinationer",
A05AA01,Chenodeoxycholsyra,
A05AA02,Ursodeoxycholsyra,
A05AB,Medel för behandling av sjukdomar i gallvägarna,
A05AB01,Nikotinyl metylamid,
A05AX,Övriga,
A05AX01,Piprozolin,
A05AX02,Hymekromon,
A05AX03,Cyclobutyrol,
A05B,Leverterapi,
A05BA,Koleretika,
A05BA01,Argininglutamat,
A05BA03,Silymarin,
A05BA04,Citiolon,
A05BA05,Epomediol,
A05BA06,Ornithine oxoglurate,
A05BA07,Tidiacic arginine,
A05C,"Medel för gallterapi, kombinationer",
A06AA,Mjukgörande medel,
A06AA01,Paraffin,
A06AA02,Docusate sodium,
A06AA51,"Flytande parafin, kombinationer",
A06AB,Tarmirriterande medel,
A06AB01,Oxyfenacetin,
A06AB02,Bisakodyl,
A06AB03,Dantron,
A06AB04,Fenolftalin,
A06AB05,Ricinolja,
A06AB06,Sennaglykosider,
A06AB07,Cascara,
A06AB08,Natriumpikosulfat,
A06AB09,Bisoxatin,
A06AB20,Kombinationer av tarmirriterande medel,
A06AB30,Tarmirriterande medel + belladonnaalkaloider,
A06AB52,"Bisakodyl, kombinationer",
A06AB53,"Dantron, kombinationer",
A06AB56,"Sennaglykosider, kombinationer",
A06AB57,"Sagrada, kombinationer",
A06AB58,"Natriumpikosulfat, kombinationer",
A06AC,Bulkmedel,
A06AC01,Ispaghula,
A06AC02,Etulos,
A06AC03,Sterkuliagummi,
A06AC05,Linfrö,
A06AC06,Metylcellulosa,
A06AC07,Kostfiber,
A06AC08,Polykarbofilkalcium,
A06AC51,Ispaghula kombinationer,
A06AC53,Sterkuliagummi kombinationer,
A06AC55,"Linfrö, kombinationer",
A06AD,Osmotiskt aktiva medel,
A06AD01,Magnesiumkarbonat,
A06AD02,Magnesiumoxid,
A06AD03,Magnesiumperoxid,
A06AD04,Magnesiumsulfat,
A06AD10,Mineralsalter i kombination,
A06AD11,Laktulos,
A06AD12,Laktitol,
A06AD13,Natriumsulfat (glaubersalt),
A06AD14,Pentaerithrityl,
A06AD15,Makrogol,
A06AD16,Mannitol,
A06AD17,Natriumfosfat,
A06AD18,Sorbitol,
A06AD19,Magnesiumcitrat,
A06AD21,Natriumtartrat,
A06AD61,"Laktulos, kombinationer",
A06AD65,"Macrogol, kombinationer",
A06AG,Klysma,
A06AG01,Natriumfosfat,
A06AG02,Bisakodyl,
A06AG03,"Dantron, inkl kombinationer",
A06AG04,Glycerol,
A06AG06,Olja,
A06AG07,Sorbitol,
A06AG10,Natriumdokusat inkl kombinationer,
A06AG11,Laurylsulfat inkl kombinationer,
A06AG20,Kombinationer,
A06AX,Övriga medel,
A06AX01,Glycerol,
A06AX02,Koldioxidutvecklande medel,
A07AA01,Neomycin,
A07AA02,Nystatin,
A07AA03,Natamycin,
A07AA04,Streptomycin,
A07AA05,Polymyxin B,
A07AA06,Paromomycin,
A07AA07,Amfotericin B,
A07AA08,Kanamycin,
A07AA09,Vankomycin,
A07AA10,Kolistin,
A07AA11,Rifaximin,
A07AA51,"Neomycin, kombinationer",
A07AA54,"Streptomycin, kombinationer",
A07AB,Sulfonamider,
A07AB02,Ftalylsulfatiazol,
A07AB03,Sulfaguanidin,
A07AB04,Succinylsulfatiazol,
A07AC,Imidazolderivat,
A07AC01,Mikonazol,
A07AX,Övriga medel vid tarminfektioner,
A07AX01,Broxykinoliner,
A07AX02,Acetarsol,
A07AX03,Nifuroxazid,
A07AX04,Nifurzide,
A07B,Antidiarroika,
A07BA,Adsorberande medel,
A07BA01,Kol,
A07BA51,"Medicinskt kol, kombinationer",
A07BB,Vismutpreparat,
A07BC,Andra antidiarroika,
A07BC01,Pektin,
A07BC02,Kaolin,
A07BC03,Crospovidone,
A07BC04,Attapulgite,
A07BC05,Diosmectit,
A07BC30,Kombinationer,
A07BC54,"Attapulgit, kombinationer",
A07C,Elektrolyter med kolhydrater,
A07CA,Elektrolyter med kolhydrater,
A07D,Propulsionsdämpande medel,
A07DA,Propulsionsdämpande medel,
A07DA01,Difenoxylat,
A07DA02,Opium,
A07DA03,Loperamid,
A07DA04,Difenoxin,
A07DA05,Loperamid oxid,
A07DA52,"Morfin, kombinationer",
A07DA53,"Loperamid, kombinationer",
A07E,Medel vid intestinala inflammationer,
A07EA,Glukokortikoider för lokal behandling,
A07EA01,Prednisolon,
A07EA02,Hydrokortison,
A07EA03,Prednison,
A07EA04,Betametason,
A07EA05,Tixokortol,
A07EA06,Budesonid,
A07EA07,Beklometason,
A07EB,Antiallergika exkl kortikosteroider,
A07EB01,Natriumkromoglikat,
A07EC,Aminosalicylsyra och liknande medel,
A07EC01,Sulfasalazin,
A07EC02,Mesalazin,
A07EC03,Olsalazin,
A07EC04,Balsalazid,
A07F,"Antidiarroika, mikroorganismer",
A07FA,"Antidiarroika, mikroorganismer",
A07FA01,Mjölksyreproducerande organismer,
A07FA02,Saccharomyces boulardii,
A07FA51,"Mjölksyreproducerande organismer, kombinationer",
A07X,Övriga antidiarroika,
A07XA,Övriga antidiarroika,
A07XA01,Albumintannat,
A07XA02,Johannesbröd,
A07XA03,Kalciumföreningar,
A07XA04,Racecadotril,
A07XA51,"Albumin tannat, kombinationer",
A08AA06,Etilamfetamin,
A08AA07,Kathin,
A08AA11,Rimonabant,
A08AA56,"Efedrin, kombinationer",
A08AX11,finns inte,
A09,Digestionsmedel inkl enzymer,
A09A,Digestionsmedel inkl enzymer,
A09AA,Digestionsenzymer,
A09AA01,Diastas,
A09AA02,"Multienzymer (lipas, proteas etc)",
A09AA03,Pepsin,
A09AA04,Tilaktas,
A09AB,Saltsyraersättningsmedel,
A09AB01,Aciglumin,
A09AB02,Betainhydroklorid,
A09AB03,Saltsyra,
A09AB04,Citronsyra,
A09AC,"Digestionsenzymer och saltsyraersättningsmedel, kombinationer",
A09AC01,Pepsin och syra,
A09AC02,Multienzymer och saltsyraersättningsmedel,
A10AB02,Insulin (beef),
A10AB03,Insulin (pork),
A10AB30,Kombinationer,
A10AC02,Insulin (beef),
A10AC03,Insulin (svin),
A10AC04,Insulin lispro,
A10AC30,Kombinationer,
A10AD02,Insulin (beef),
A10AD03,Insulin (pork),
A10AD04,Insulin lispro,
A10AD30,Kombinationer,
A10AE01,Insulin (human),
A10AE02,Insulin (beef),
A10AE03,Insulin (pork),
A10AE30,Kombinationer,
A10BA01,Fenformin,
A10BA03,Buformin,
A10BB01,Glibenklamid,
A10BB02,Klorpropamid,
A10BB03,Tolbutamid,
A10BB04,Glibornurid,
A10BB05,Tolazamid,
A10BB06,Karbutamid,
A10BB07,Glipizid,
A10BB08,Glikidon,
A10BB09,Gliklazid,
A10BB10,Metahexamid,
A10BB11,Glisoxepid,
A10BB31,Acetohexamid,
A10BC,"Sulfonamider, heterocykliska",
A10BC01,Glymidin,
A10BD01,Fenformin och sulfonamider,
A10BD02,Metformin och sulfonamider,
A10BF,Alfa-glukosidashämmare,
A10BF01,Akarbos,
A10BF02,Miglitol,
A10BF03,Voglibos,
A10BG01,Troglitazon,
A10BX01,Guargummi,
A10BX05,Sitagliptin,
A10X,Övriga diabetesläkemedel,
A10XA,Aldos reduktashämmare,
A10XA01,Tolrestat,
A11A,Multivitaminer kombinationer,
A11AA,Multivitaminer + mineralämnen,
A11AA01,Multivitaminer + järn (kosttillskott),
A11AA02,Multivitaminer + kalcium,
A11AA03,Multivitaminer + andra mineralämnen,
A11AA04,Multivitaminer + spårelement,
A11AB,Multivitaminer övriga kombinationer,
A11B,Multivitaminer utan annan tillsats,
A11BA,Multivitaminer utan annan tillsats,
A11C,Vitamin A och D inkl kombinationer av A + D,
A11CA,Vitamin A,
A11CA01,Retinol,
A11CA02,Betakaroten,
A11CB,Vitamin A + D,
A11CC,Vitamin D-analoger,
A11CC01,Ergocalciferol (vit D2),
A11CC02,Dihydrotakysterol,
A11CC03,Alfakalcidol,
A11CC04,Kalcitriol,
A11CC05,Kolekalciferol,
A11CC06,Calcifediol,
A11CC07,Paricalcitol,
A11CC20,Kombinationer,
A11D,Vitamin B1 inkl kombinationer med B6 och B12,
A11DA,Vitamin B1,
A11DA01,Tiamin,
A11DA02,Sulbutiamin,
A11DB,Vitamin B1 och B6 och/eller B12,
A11E,Vitamin B-komplex inkl kombinationer,
A11EA,Vitamin B-komplex,
A11EB,Vitamin B-komplex + vitamin C,
A11EC,Vitamin B-komplex och mineraler,
A11ED,Vitamin B-komplex och anabola steroider,
A11EX,Vitamin B-komplex andra kombinationer,
A11G,Askorbinsyra (vitamin C) inkl kombinationer,
A11GA,Askorbinsyra (vitamin C),
A11GA01,Askorbinsyra (vitamin C),
A11GB,Askorbinsyra kombinationer,
A11GB01,Askorbinsyra + kalcium,
A11HA01,Nikotinamid,
A11HA02,Pyridoxin (vitamin B6),
A11HA03,Tokoferol (vitamin E),
A11HA04,Riboflavin (vitamin B2),
A11HA05,Biotin,
A11HA06,Pyridoxalfosfat,
A11HA07,Inositol,
A11HA30,Dexpantenol,
A11HA31,Kalciumpantotenat,
A11HA32,Pantethine,
A11J,Övriga kombinationer med vitaminer,
A11JA,Vitaminer kombinationer,
A11JB,Vitaminer + mineralämnen,
A11JC,Vitaminer övriga kombinationer,
A12,Mineralämnen,
A12A,Kalcium,
A12AA,Kalcium,
A12AA01,Kalciumfosfat,
A12AA02,Kalciumglubionat,
A12AA03,Kalciumglukonat,
A12AA04,Kalciumkarbonat,
A12AA05,Kalciumlaktat,
A12AA06,Kalciumlaktoglukonat,
A12AA07,Kalciumklorid,
A12AA08,Kalciumglycerolfosfat,
A12AA09,Kalciumcitratlysinkomplex,
A12AA10,Kalciumglukoheptonat,
A12AA11,Kalcium pangamat,
A12AA12,Kalciumacetat,
A12AA20,Kalcium (olika salter i kombination),
A12AA30,Kalcium levulat,
A12AX,"Kalcium, kombinationer",
A12B,Kalium,
A12BA,Kalium,
A12BA01,Kaliumklorid,
A12BA02,Kaliumcitrat,
A12BA03,Kalium vätetartrat,
A12BA04,Kalium vätekarbonat,
A12BA05,Potassium gluconate,
A12BA30,Kombinationer,
A12BA51,"Kaliumklorid, kombinationer",
A12C,Övriga mineralämnen,
A12CA,Natrium,
A12CA01,Natriumklorid,
A12CA02,Natriumsulfat,
A12CB,Zink,
A12CB01,Zinksulfat,
A12CB02,Zinc gluconate,
A12CB03,Zinc protein complex,
A12CC,Magnesium,
A12CC01,Magnesiumklorid,
A12CC02,Magnesiumsulfat,
A12CC03,Magnesiumglukonat,
A12CC04,Magnesiumcitrat,
A12CC05,Magnesium aspartate,
A12CC06,Magnesium lactate,
A12CC07,Magnesium levulinate,
A12CC08,Magnesium pidolate,
A12CC09,Magnesium orotate,
A12CC10,Magnesiumoxid,
A12CC30,Magnesiumsalter,
A12CD,Fluor,
A12CD01,Natriumfluorid,
A12CD02,Sodium monofluorophosphate,
A12CD51,Fluor kombinationer,
A12CE,Selen,
A12CE01,Selen,
A12CE02,Natriumselenit,
A12CX,Övriga mineralämnen,
A13,Tonika (aptitstimulerande medel),
A13A,Tonika (aptitstimulerande medel),
A14,Anabola steroider,
A14A,Anabola steroider,
A14AA,Androstanderivat,
A14AA01,Androstanolon,
A14AA02,Stanozolol,
A14AA03,Metandienon,
A14AA04,Metenolon,
A14AA05,Oximetolon,
A14AA06,Quinbolone,
A14AA07,Prasteron,
A14AA08,Oxandrolon,
A14AA09,Norethandrolone,
A14AB,Estrenderivat,
A14AB01,Nandrolon,
A14AB02,Etylestrenol,
A14AB03,Oxabolone cipionate,
A14B,Övriga anabola steroider,
A15,Aptitstimulerande medel,
A16AA01,Levokarnitin,
A16AA02,Ademetionin,
A16AA03,Levoglutamid,
A16AB01,Glucocerebrosidase,
A16AB06,Sacrosidas,
A16AX01,Tioctic acid,
A16AX02,Anethole trithione,
B01AA,Dikumarolgruppen,
B01AA01,Dikumarol,
B01AA02,Fenindion,
B01AA04,Fenprocoumon,
B01AA07,Acenokumarol,
B01AA08,Ethyl biscoumacetate,
B01AA09,Clorindion,
B01AA10,Difenadion,
B01AA11,Tioclomarol,
B01AB01,Heparin,
B01AB04,Dalteparin,
B01AB05,Enoxaparin,
B01AB06,Nadroparin,
B01AB07,Parnaparin,
B01AB08,Reviparin,
B01AB09,Danaparoid,
B01AB10,Tinzaparin,
B01AB11,Sulodexid,
B01AB12,Bemiparin,
B01AB51,"Heparin, kombinationer",
B01AC01,Ditazole,
B01AC02,Cloricromen,
B01AC03,Picotamid,
B01AC05,Tiklopidin,
B01AC07,Dipyridamol,
B01AC08,Carbasalate calcium,
B01AC10,Indobufen,
B01AC13,Abciximab,
B01AC14,Anagrelid,
B01AC15,Aloxiprin,
B01AC18,Triflusan,
B01AC19,Beraprost,
B01AC21,Treprostinil,
B01AD01,Streptokinas inkl. kombinationer,
B01AD03,Anistreplas,
B01AD04,Urokinas,
B01AD05,Fibrinolysin,
B01AD06,Brinas,
B01AD09,Ancrod,
B01AE03,Argatroban,
B01AE04,melagatran,
B01AE05,ximelagatran,
B01AX01,Defibrotide,
B01AX02,Desirudin,
B01AX03,Lepirudin,
B01AX04,Dermantan sulfat,
B02AA01,Aminokapronsyra,
B02AA03,Aminometylbensoesyra,
B02AB02,Alfa antitrypsin,
B02AB03,C1-hämmare,
B02AB04,Kamostat,
B02BA,Vitamin K,
B02BA01,Fytomenadion,
B02BA02,Menadion,
B02BB,Fibrinogen (faktor I),
B02BB01,Humant fibrinogen,
B02BC01,"Gelatin, härdat",
B02BC02,"Cellulosa, oxiderat",
B02BC03,Tetragalakturonsyra hydroximetylester,
B02BC05,Adrenon,
B02BC06,"Trombin (faktor II, bovin)",
B02BC07,Collagen,
B02BC08,Calcium alginate,
B02BC09,Epinephrine,
B02BC10,"Fibrinogen, human",
B02BD01,"Koagulationsfaktor IX, II, VII och X i kombinationer",
B02BD03,Aktiverat protrombinkomplex mot faktor VIII-antikroppar,
B02BD06,von Willebrandfaktor och antihemofilifaktor VIII i kombination,
B02BD07,Koagulationsfaktor XIII,
B02BD08,"Eptacog alfa, aktiverad",
B02BD09,Nonacog alfa,
B02BD30,Trombin,
B02BX01,Etamsylat,
B02BX02,Karbazokrom,
B02BX03,Batroxobin,
B03A,Medel vid järnbristanemier,
B03AA,"Tvåvärt järn, perorala preparat",
B03AA01,Ferroglycinsulfat,
B03AA02,Ferrofumarat,
B03AA03,Ferrogluconat,
B03AA04,Ferrokarbonat,
B03AA05,Ferroklorid,
B03AA06,Ferrosuccinat,
B03AA07,Ferrosulfat,
B03AA08,Ferrotartrat,
B03AA09,Ferroaspartat,
B03AA10,Ferroaskorbat,
B03AA11,Ferrojodid,
B03AB,"Trevärt järn, perorala preparat",
B03AB01,Ferrinatriumcitrat,
B03AB02,Saccharated iron oxide,
B03AB03,Ferritetraceminnatrium,
B03AB04,Ferrihydroxid,
B03AB05,Dextriferron,
B03AB06,Ferricitrat,
B03AB07,Chondroitin sulfate-iron complex,
B03AB08,Ferriacetyltransferrin,
B03AB09,Järn proteinsuccinylat,
B03AC,"Trevärt järn, parenterala preparat",
B03AC01,Dextriferron,
B03AC02,Järnsackaros,
B03AC03,Järnsorbitol,
B03AC05,Ferrisorbitolglukuronsyrakomplex,
B03AC06,Järnoxid dextrankomplex,
B03AC07,Ferrinatriumglukonat komplex,
B03AD,Järn i kombination med folsyra,
B03AD01,Ferroaminosyrakomplex,
B03AD02,Ferrofumarat,
B03AD03,Ferrosulfat,
B03AD04,Dextriferron,
B03AE,Kombinationer,
B03AE01,"Järn, vitamin B12 och folsyra",
B03AE02,Järn + multivitaminer + folsyra,
B03AE03,Järn + multivitaminer,
B03AE04,"Järn, multivitaminer och mineraler",
B03AE10,Övriga kombinationer med järn,
B03B,Vitamin B12 och folinsyra,
B03BA,Vitamin B12 (cyanokobalamin och derivat),
B03BA01,Cyanokobalamin,
B03BA02,Cyanokobalamin-tanninkomplex,
B03BA03,Hydroxokobalamin,
B03BA04,Kobamamid,
B03BA05,Mecobalamin,
B03BA51,Cyanokobalamin,
B03BA53,"Hydroxocobalamin, kombinationer",
B03BB,Folsyra och derivat,
B03BB01,Folsyra,
B03BB51,"Folsyra, kombinationer",
B05,Blodsubstitut och infusionsvätskor m.m.,
B05A,Plasmaproteiner och andra plasmasubstitut,
B05AA,Blodsubstitut och andra plasmasubstitut,
B05AA01,Albumin,
B05AA02,Övriga plasmaproteiner,
B05AA03,Fluorocarbon blood substitutes,
B05AA05,Dextran,
B05AA06,Gelatinpeptid-polymerisat,
B05AA07,Hydroxyetyl-stärkelse,
B05AA08,Hemoglobin crosfumaril,
B05AA09,Hemoglobin raffimer,
B05B,Infusionsvätskor,
B05BA,Lösningar för parenteral nutrition,
B05BA01,Aminosyror och aminosyror + elektrolyter,
B05BA02,Fettemulsioner,
B05BA03,Kolhydrater,
B05BA04,Proteinhydrolysatorer,
B05BA10,"Kolhydrater, kombinationer",
B05BB,Lösningar som påverkar elektrolytbalansen,
B05BB01,Elektrolyter,
B05BB02,Elektrolyter + kolhydrater,
B05BB03,Trometamol,
B05BC,Lösningar som framkallar osmotisk diures,
B05BC01,Mannitol,
B05BC02,Karbamid,
B05C,Spolvätskor,
B05CA,Antiseptiska medel,
B05CA01,Cetylpyridin,
B05CA02,Klorhexidin,
B05CA03,Nitrofural,
B05CA04,Sulfametizol,
B05CA05,Taurolidin,
B05CA06,Mandelic acid,
B05CA07,Noxytiolin,
B05CA08,Ethacridine lactate,
B05CA09,Neomycin,
B05CA10,Kombinationer,
B05CB,Saltlösningar,
B05CB01,Natriumklorid,
B05CB02,Natriumcitrat,
